,userId,cluster,content,dfm,fm,knn,lightgcn,mf,ngcf
293,294,"['Palindromes', 'Sisterhood of the Traveling Pants, The', 'Transamerica', 'Little Miss Sunshine', 'Darjeeling Limited, The', 'Fanboys', 'The Way', 'Secret Life of Walter Mitty, The', 'Hector and the Search for Happiness', 'A Walk in the Woods']","['Terminator 3: Rise of the Machines', 'Train of Life (Train de vie)', 'I Was a Male War Bride', 'Andrew Dice Clay: Dice Rules', ""Man Who Wasn't There, The"", 'Louis C.K.: Shameless', 'Master and Commander: The Far Side of the World', 'Last Airbender, The', 'Hitch Hikers Guide to the Galaxy, The', 'Horrible Bosses']","['Secret in Their Eyes, The (El secreto de sus ojos)', 'Beyond Borders', 'Soloist, The', 'Kagemusha', 'Survive Style 5+', ""Von Ryan's Express"", 'The Night Before', 'Charly', 'Dinner Rush', 'Where Eagles Dare']","['Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo)', 'Logan', 'Living in Oblivion', 'The Hunger', 'The Way', 'Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira)', 'Return of Martin Guerre, The (Retour de Martin Guerre, Le)', 'Shane', 'In Bruges', 'Last Detail, The']","['Condorman', 'Evil Dead II (Dead by Dawn)', 'Seven (a.k.a. Se7en)', 'Cool Hand Luke', 'Pulp Fiction', 'Reservoir Dogs', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Big Lebowski, The', ""Prizzi's Honor"", 'Untouchables, The']","['Beverly Hills Cop III', 'Romancing the Stone', 'My Cousin Vinny', 'Star Trek V: The Final Frontier', 'Hot Shots! Part Deux', 'Kingpin', 'Star Trek: Generations', 'Quick and the Dead, The', 'Rocketeer, The', 'Midnight Run']","['Cool Hand Luke', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Labyrinth', 'Pulp Fiction', 'Evil Dead II (Dead by Dawn)', 'Aladdin', 'Big Lebowski, The', 'Friday', 'Condorman', 'Ref, The']","['Beverly Hills Cop III', 'Jurassic Park', 'Toy Story', 'Dances with Wolves', 'Bowfinger', 'Pulp Fiction', 'Terminator 2: Judgment Day', 'Ed Wood', 'Lethal Weapon 2', 'RoboCop']"
294,295,"['Money Train', 'Bad Boys', 'Metro', 'Another 48 Hrs.', 'Wasabi', 'Last Boy Scout, The', 'Fargo', 'Freeway', ""Man Bites Dog (C'est arrivé près de chez vous)"", 'Beautiful Creatures']","['Interstate 60', 'Dial M for Murder', 'Feast', 'In Bruges', 'Brother (Brat)', 'American Made', 'Red Dragon', 'Nixon', 'Earthquake', 'T2: Trainspotting']","['A Pigeon Sat on a Branch Reflecting on Existence', 'Clockwise', 'Secret in Their Eyes, The (El secreto de sus ojos)', 'Day of the Jackal, The', 'Cry, the Beloved Country', 'Soloist, The', 'Roots', 'King of New York', 'The Night Before', 'Where Eagles Dare']","['Witness for the Prosecution', 'Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)', 'Crumb', 'Mississippi Burning', 'Arizona Dream', ""All the President's Men"", 'Louis C.K.: Hilarious', 'Living in Oblivion', 'Contact High', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The']","['Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)', 'Fight Club', 'Casablanca', 'Pulp Fiction', 'Reservoir Dogs', 'Memento', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Kill Bill: Vol. 1', 'Inglourious Basterds']","['Godfather, The', 'Shawshank Redemption, The', 'Usual Suspects, The', 'Goodfellas', 'American History X', 'Star Wars: Episode IV - A New Hope', 'Matrix, The', 'Reservoir Dogs', 'Fight Club', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)']","['Casablanca', 'Fight Club', 'Memento', 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)', 'Reservoir Dogs', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Pulp Fiction', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Kill Bill: Vol. 1', 'Ben-Hur']","['Star Wars: Episode V - The Empire Strikes Back', 'Shawshank Redemption, The', 'Usual Suspects, The', 'Fugitive, The', 'Godfather: Part II, The', 'Aliens', 'American Beauty', 'Pulp Fiction', 'Silence of the Lambs, The', 'Godfather, The']"
295,296,"['Getaway, The', 'Blood Diamond', 'Stunt Man, The', 'White Sun of the Desert, The (Beloe solntse pustyni)', 'Osmosis Jones', 'To Have and Have Not', ""King Solomon's Mines"", 'Tequila Sunrise', 'Breathless', 'Fist of Fury (Chinese Connection, The) (Jing wu men)']","['Sherlock Holmes and the Secret Weapon', 'To End All Wars', 'Sympathy for Mr. Vengeance (Boksuneun naui geot)', 'Train of Life (Train de vie)', 'Red River', 'Inventing the Abbotts', 'I Served the King of England (Obsluhoval jsem anglického krále)', 'Miami Vice', 'Joy Luck Club, The', 'Black Widow']","['World of Tomorrow', '9/11', 'Wind That Shakes the Barley, The', 'Bride Wars', ""Brother's Keeper"", 'Creature Comforts', 'The Night Before', 'Where Eagles Dare', 'Watching the Detectives', 'Soloist, The']","['Midnight Cowboy', 'Philadelphia Story, The', 'Witness for the Prosecution', 'Mississippi Burning', 'Celebration, The (Festen)', 'Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)', 'Arizona Dream', ""All the President's Men"", 'Crumb', 'Living in Oblivion']","['Saving Private Ryan', 'Matrix, The', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Good Will Hunting', 'Rogue One: A Star Wars Story', 'Star Wars: Episode III - Revenge of the Sith', 'Star Wars: Episode II - Attack of the Clones', 'Crash', 'Unleashed (Danny the Dog)', 'Dear Wendy']","['The Red Turtle', 'Shawshank Redemption, The', ""Schindler's List"", 'Matrix, The', 'Okja', 'Fight Club', 'Memories of Murder (Salinui chueok)', 'Lord of the Rings: The Return of the King, The', 'Inception', 'Saving Private Ryan']","['Matrix, The', 'Saving Private Ryan', 'Good Will Hunting', 'Rogue One: A Star Wars Story', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Star Wars: Episode III - Revenge of the Sith', 'Star Wars: Episode II - Attack of the Clones', 'Crash', 'Unleashed (Danny the Dog)', 'Dear Wendy']","['Usual Suspects, The', 'Shawshank Redemption, The', 'Forrest Gump', 'Silence of the Lambs, The', 'Star Wars: Episode II - Attack of the Clones', 'Saving Private Ryan', 'Goodfellas', 'My Neighbor Totoro (Tonari no Totoro)', 'Lord of the Rings: The Two Towers, The', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The']"
296,297,"['Suicide Kings', '11:14', 'Clue', 'January Man, The', 'Novocaine', 'Murder by Death', 'Deathtrap', 'Kiss Kiss Bang Bang', 'Negotiator, The', 'Insomnia']","['Judgment Night', 'Sherlock Holmes and the Secret Weapon', 'To Die For', 'The Nice Guys', 'Monsieur Verdoux', 'Blow Out', 'Takers', 'Boondock Saints, The', 'Infernal Affairs 2 (Mou gaan dou II)', 'Who Am I (Kein System Ist Sicher)']","['Where Eagles Dare', 'Victoria', 'Dragonslayer', 'Lilies of the Field', 'A Pigeon Sat on a Branch Reflecting on Existence', 'Holy Mountain, The (Montaña sagrada, La)', 'District 13: Ultimatum (Banlieue 13 - Ultimatum)', 'World of Tomorrow', 'Body Heat', 'Five Easy Pieces']","['Arizona Dream', 'Crumb', 'Louis C.K.: Hilarious', 'Celebration, The (Festen)', 'Witness for the Prosecution', 'Orphanage, The (Orfanato, El)', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Living in Oblivion', 'Batman: The Dark Knight Returns, Part 1', ""All the President's Men""]","['Silence of the Lambs, The', 'Hunt for Red October, The', 'From Dusk Till Dawn', 'Hackers', 'Natural Born Killers', 'So I Married an Axe Murderer', 'Kiss the Girls', 'Speed', 'Face/Off', 'Copycat']","['Heat', 'Broken Arrow', 'Twelve Monkeys (a.k.a. 12 Monkeys)', 'Terminator 2: Judgment Day', 'Fugitive, The', 'Independence Day (a.k.a. ID4)', 'Rock, The', 'Eraser', 'Usual Suspects, The', 'Rumble in the Bronx (Hont faan kui)']","['Silence of the Lambs, The', 'Hunt for Red October, The', 'Natural Born Killers', 'From Dusk Till Dawn', 'Glimmer Man, The', 'Speed', 'Scream', 'Hackers', ""Devil's Own, The"", 'Kiss the Girls']","['Twelve Monkeys (a.k.a. 12 Monkeys)', 'Terminator 2: Judgment Day', 'Star Trek: Generations', 'Star Trek: First Contact', 'Heat', 'Star Wars: Episode V - The Empire Strikes Back', 'Silence of the Lambs, The', 'Godfather, The', 'Godfather: Part II, The', 'Murder at 1600']"
297,298,"['Sneakers', 'Ichi the Killer (Koroshiya 1)', 'Dead or Alive: Final', 'Flashback', 'The Great Train Robbery', 'Money Train', 'Bad Boys', 'Metro', 'Another 48 Hrs.', 'Wasabi']","['Irrational Man', 'Wrong Cops', 'To Live and Die in L.A.', 'Confessions of a Dangerous Mind', 'Universal Soldier: Day of Reckoning', 'Crippled Avengers (Can que) (Return of the 5 Deadly Venoms)', 'Sky Captain and the World of Tomorrow', 'Ghost in the Shell Arise - Border 2: Ghost Whispers', 'Land of the Lost', 'No Country for Old Men']","['Watching the Detectives', 'Lilies of the Field', 'Town Called Panic, A (Panique au village)', 'HyperNormalisation', 'Five Easy Pieces', 'Dragonslayer', 'District 13: Ultimatum (Banlieue 13 - Ultimatum)', 'World of Tomorrow', 'Holy Mountain, The (Montaña sagrada, La)', 'A Pigeon Sat on a Branch Reflecting on Existence']","['Exit Through the Gift Shop', 'Orphanage, The (Orfanato, El)', 'Living in Oblivion', 'Top Secret!', 'Watership Down', 'Owning Mahowny', 'Swan Princess, The', 'Lonesome Dove', 'Incendies', 'Return of Martin Guerre, The (Retour de Martin Guerre, Le)']","['Sitter, The', 'Jiro Dreams of Sushi', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb', ""Slammin' Salmon, The"", ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Apocalypse Now', 'Dark Knight, The', 'Louis C.K.: Hilarious', 'Princess Bride, The', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)']","['Knocked Up', 'Hangover, The', 'Forgetting Sarah Marshall', 'Ratatouille', 'Kill Bill: Vol. 2', 'Meet the Parents', 'Catch Me If You Can', 'Super Troopers', 'Napoleon Dynamite', 'Fight Club']","['Star Wars: Episode V - The Empire Strikes Back', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Back to the Future', 'Full Metal Jacket', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb', 'Apocalypse Now', 'Princess Bride, The', 'Laputa: Castle in the Sky (Tenkû no shiro Rapyuta)', 'Eternal Sunshine of the Spotless Mind', 'Taxi Driver']","['Fight Club', 'X-Men', 'Kill Bill: Vol. 2', 'Inception', 'Big Lebowski, The', 'Donnie Darko', 'Lord of the Rings: The Two Towers, The', 'Matrix, The', 'Wolf of Wall Street, The', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)']"
298,299,"['Hunting Party, The', 'Daylight', 'Runaway Train', 'First Blood (Rambo: First Blood)', 'Towering Inferno, The', 'Left Behind: The Movie', 'The Count of Monte Cristo', 'K-19: The Widowmaker', 'Wages of Fear, The (Salaire de la peur, Le)', 'Azumi']","['1408', 'Karate Kid, Part II, The', 'Quest, The', 'Urban Legends: Final Cut', 'Alone in the Dark II', 'Nixon', 'Lake Placid', 'Spirits of the Dead', 'Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2)', 'Invasion of the Body Snatchers']","['Five Easy Pieces', 'Watching the Detectives', 'Town Called Panic, A (Panique au village)', 'World of Tomorrow', 'Looking for Richard', 'District 13: Ultimatum (Banlieue 13 - Ultimatum)', 'A Pigeon Sat on a Branch Reflecting on Existence', 'King of New York', 'Body Heat', 'Where Eagles Dare']","['Mississippi Burning', 'Arizona Dream', 'Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)', 'Witness for the Prosecution', ""All the President's Men"", 'Living in Oblivion', 'Crumb', 'Celebration, The (Festen)', 'Louis C.K.: Hilarious', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The']","['Shining, The', 'Alien', 'Gladiator', 'Ghostbusters (a.k.a. Ghost Busters)', 'Pitch Black', 'Star Wars: Episode I - The Phantom Menace', 'Patriot, The', 'Shanghai Noon', 'Kingdom of Heaven', 'Vampire Hunter D']","['X-Men', 'Mission: Impossible II', 'Matrix, The', 'Fight Club', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Star Wars: Episode VI - Return of the Jedi', 'Star Wars: Episode I - The Phantom Menace', 'Gone in 60 Seconds', 'Patriot, The', 'Star Wars: Episode V - The Empire Strikes Back']","['Alien', 'Gladiator', 'Ghostbusters (a.k.a. Ghost Busters)', 'Shining, The', 'Patriot, The', 'Pitch Black', 'Shanghai Noon', 'Star Wars: Episode I - The Phantom Menace', 'Little Girl Who Lives Down the Lane, The', 'Kingdom of Heaven']","['Perfect Storm, The', 'Star Wars: Episode I - The Phantom Menace', 'American Werewolf in London, An', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Alien', 'Prophecy, The', 'Shawshank Redemption, The', 'Poltergeist', 'Star Wars: Episode V - The Empire Strikes Back', 'Ghostbusters (a.k.a. Ghost Busters)']"
299,300,"['Tequila Sunrise', 'Breathless', 'Fist of Fury (Chinese Connection, The) (Jing wu men)', 'Shiri (Swiri)', 'Crying Game, The', 'Witness', 'Bodyguard, The', 'Original Sin', 'Human Stain, The', 'Final Analysis']","['Paisan (Paisà)', 'Nixon', 'Tiger and the Snow, The (La tigre e la neve)', 'Misérables, Les', 'Once Upon a Time in Mexico', ""Summer's Tale, A (Conte d'été)"", 'Forever Young', 'I Kill Giants', 'Extremities', 'Cloud Atlas']","['Igor', 'Wind That Shakes the Barley, The', 'Clockwise', 'Red Flag', 'Watching the Detectives', 'Creature Comforts', 'Body Heat', 'Where Eagles Dare', 'Tears for Sale', 'World of Tomorrow']","['Crumb', ""All the President's Men"", 'Louis C.K.: Hilarious', 'Celebration, The (Festen)', 'Batman: The Dark Knight Returns, Part 1', 'Living in Oblivion', 'Blow Out', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Arizona Dream', 'Jules and Jim (Jules et Jim)']","['Life Is Beautiful (La Vita è bella)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Inception', 'Good Will Hunting', 'American Beauty', 'Cinema Paradiso (Nuovo cinema Paradiso)', 'Boyhood', 'Mulholland Drive', 'Black Swan', 'Toy Story']","['Inception', 'Shawshank Redemption, The', 'Forrest Gump', 'Matrix, The', 'Fight Club', 'Memento', 'Dark Knight, The', 'Silence of the Lambs, The', 'Lord of the Rings: The Return of the King, The', ""Schindler's List""]","['American Beauty', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Life Is Beautiful (La Vita è bella)', 'Good Will Hunting', 'Boyhood', 'Cinema Paradiso (Nuovo cinema Paradiso)', 'Mulholland Drive', 'Inception', 'Black Swan', 'Toy Story']","['Inception', ""Schindler's List"", 'Shawshank Redemption, The', 'Inglourious Basterds', 'Forrest Gump', 'Silence of the Lambs, The', 'Whiplash', 'Fight Club', 'Pulp Fiction', 'Lord of the Rings: The Two Towers, The']"
300,301,"['Beat the Devil', 'Stunt Man, The', 'Shanghai Surprise', 'Casanova', 'Sisterhood of the Traveling Pants 2, The', 'Osmosis Jones', 'Click', ""King Solomon's Mines"", 'Getaway, The', 'Fear and Loathing in Las Vegas']","['Coherence', ""Who'll Stop the Rain"", 'Green Street Hooligans (a.k.a. Hooligans)', ""Cat o' Nine Tails, The (Gatto a nove code, Il)"", 'Sherlock Holmes: Terror by Night', 'Informant!, The', 'Paisan (Paisà)', 'Nixon', 'Song of Bernadette, The', 'Point Blank']","['Cry, the Beloved Country', 'Kagemusha', 'Body Heat', 'Secret in Their Eyes, The (El secreto de sus ojos)', 'The Night Before', 'Bride Wars', ""Von Ryan's Express"", 'Where Eagles Dare', 'Survive Style 5+', 'Soloist, The']","['Witness for the Prosecution', 'Jules and Jim (Jules et Jim)', ""All the President's Men"", 'Batman: The Dark Knight Returns, Part 1', 'Blow Out', 'Arizona Dream', 'Dish, The', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Living in Oblivion', 'Contact High']","['Pulp Fiction', 'Usual Suspects, The', 'Eternal Sunshine of the Spotless Mind', 'Fargo', ""Schindler's List"", 'Departed, The', 'Forrest Gump', 'Finding Nemo', 'Crash', 'Back to the Future']","['Forrest Gump', 'Shawshank Redemption, The', 'Pulp Fiction', 'Silence of the Lambs, The', 'Braveheart', 'Matrix, The', ""Schindler's List"", 'Apollo 13', 'Seven (a.k.a. Se7en)', 'Toy Story']","['Pulp Fiction', 'Eternal Sunshine of the Spotless Mind', ""Schindler's List"", 'Usual Suspects, The', 'Seven (a.k.a. Se7en)', 'Fargo', 'Back to the Future', 'Crouching Tiger, Hidden Dragon (Wo hu cang long)', 'Forrest Gump', ""Ocean's Eleven""]","['Forrest Gump', 'Pulp Fiction', 'Shawshank Redemption, The', 'Toy Story', 'Silence of the Lambs, The', 'Apollo 13', 'Pretty Woman', 'Jurassic Park', ""Schindler's List"", 'Beauty and the Beast']"
301,302,"['Getaway, The', 'Stunt Man, The', 'Chase, The', 'Beat the Devil', 'Out of Sight', 'Nurse Betty', 'Confessions of a Dangerous Mind', 'Protector, The', 'Bronson', 'Money Train']","['Queen Margot (Reine Margot, La)', 'Turning Point, The', 'The Boy Next Door', 'Shall We Dance? (Shall We Dansu?)', 'Ace Ventura: When Nature Calls', 'Avengers: Infinity War - Part I', 'Informant!, The', 'Lost World: Jurassic Park, The', 'Party Monster', 'Donnie Brasco']","['Beautiful Thing', 'Soloist, The', 'Planes', 'World of Tomorrow', 'The Night Before', 'Body Heat', 'Where Eagles Dare', 'Watching the Detectives', 'Creature Comforts', 'Wind That Shakes the Barley, The']","['Blow Out', 'Witness for the Prosecution', 'Louis C.K.: Hilarious', 'Dish, The', 'Arizona Dream', ""All the President's Men"", 'Batman: The Dark Knight Returns, Part 1', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Living in Oblivion', 'Contact High']","['Léon: The Professional (a.k.a. The Professional) (Léon)', 'Fargo', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Jurassic Park', 'Wyatt Earp', 'Toy Story', 'Crash', 'Unleashed (Danny the Dog)', 'Dear Wendy', 'Common Thread, A (a.k.a. Sequins) (Brodeuses)']","['Broken Arrow', 'Twelve Monkeys (a.k.a. 12 Monkeys)', 'Heat', 'Independence Day (a.k.a. ID4)', 'Eraser', 'Leaving Las Vegas', 'Braveheart', 'Dead Man Walking', 'Twister', 'Birdcage, The']","['Fargo', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'Jurassic Park', 'Wyatt Earp', 'Toy Story', 'Crash', 'Unleashed (Danny the Dog)', 'Dear Wendy', 'Common Thread, A (a.k.a. Sequins) (Brodeuses)']","['Heat', 'Speed', 'Braveheart', 'Silence of the Lambs, The', 'Leaving Las Vegas', 'Twister', 'Twelve Monkeys (a.k.a. 12 Monkeys)', 'Terminator 2: Judgment Day', 'Mulholland Falls', 'Jurassic Park']"
302,303,"['Who Am I? (Wo shi shei)', 'Independence Day (a.k.a. ID4)', 'Escape from L.A.', 'Lost World: Jurassic Park, The', 'Spawn', 'Total Recall', 'Moonraker', 'Jurassic Park III', 'Clockstoppers', 'You Only Live Twice']","['Nick Fury: Agent of S.H.I.E.L.D.', 'Return from Witch Mountain', 'Sky Captain and the World of Tomorrow', 'Sharknado 4: The 4th Awakens', 'Time Machine, The', 'Giant Spider Invasion, The', 'One, The', 'Spawn', 'Nixon', 'Mad Max: Fury Road']","['Survive Style 5+', 'Bride Wars', 'Creature Comforts', 'Soloist, The', 'Planes', 'Where Eagles Dare', ""Brother's Keeper"", 'Cry, the Beloved Country', 'The Night Before', ""Von Ryan's Express""]","['Witness for the Prosecution', 'South Park: Imaginationland', 'Blow Out', 'Arizona Dream', ""All the President's Men"", 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Louis C.K.: Hilarious', 'Contact High', 'Living in Oblivion', 'Batman: The Dark Knight Returns, Part 1']","['Star Wars: Episode V - The Empire Strikes Back', 'Aliens', 'Alien', 'Shining, The', 'Star Wars: Episode VI - Return of the Jedi', 'X2: X-Men United', 'E.T. the Extra-Terrestrial', 'Andromeda Strain, The', 'Superman', 'Austin Powers: International Man of Mystery']","['Star Wars: Episode VI - Return of the Jedi', 'Star Wars: Episode IV - A New Hope', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Matrix, The', 'Terminator 2: Judgment Day', 'Jurassic Park', 'Star Wars: Episode V - The Empire Strikes Back', 'Shawshank Redemption, The', 'Fifth Element, The', 'Braveheart']","['Shining, The', 'Aliens', 'Alien', 'Star Wars: Episode VI - Return of the Jedi', 'Andromeda Strain, The', 'Star Wars: Episode V - The Empire Strikes Back', 'X2: X-Men United', 'E.T. the Extra-Terrestrial', 'Superman', 'Austin Powers: International Man of Mystery']","['Twelve Monkeys (a.k.a. 12 Monkeys)', 'Star Wars: Episode VI - Return of the Jedi', 'Star Wars: Episode IV - A New Hope', 'Jurassic Park', 'Star Wars: Episode V - The Empire Strikes Back', 'Big', 'Terminator 2: Judgment Day', 'Independence Day (a.k.a. ID4)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Silence of the Lambs, The']"
303,304,"['Stunt Man, The', 'Hunting Party, The', ""King Solomon's Mines"", 'Aelita: The Queen of Mars (Aelita)', 'Extreme Days', 'Casanova', 'Musketeer, The', 'Three Musketeers, The', 'Helen of Troy', 'Eight Below']","['Adventures of Rocky and Bullwinkle, The', 'Saving Face', 'Education, An', 'Nixon', 'Samurai Assassin (Samurai)', 'New One-Armed Swordsman, The (Xin du bi dao)', 'Life of Pi', 'Baxter, The', 'Returner (Ritaanaa)', 'Informant!, The']","['Day of the Jackal, The', 'Charly', 'The Night Before', 'Cry, the Beloved Country', 'Survive Style 5+', 'Where Eagles Dare', 'Fighting Temptations, The', 'Roots', 'Soloist, The', 'Beyond Borders']","['Batman: The Dark Knight Returns, Part 1', 'Dish, The', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Arizona Dream', 'Contact High', 'Town, The', 'Sunset Blvd. (a.k.a. Sunset Boulevard)', 'Living in Oblivion', 'Louis C.K.: Hilarious', 'Gladiator']","['Matrix, The', 'Star Wars: Episode IV - A New Hope', 'Mr. Smith Goes to Washington', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'Good Will Hunting', 'Lion King, The', 'Fish Called Wanda, A', 'American Beauty', 'Indiana Jones and the Last Crusade', 'Truman Show, The']","['Toy Story', 'Forrest Gump', 'Star Wars: Episode IV - A New Hope', 'Independence Day (a.k.a. ID4)', 'Braveheart', 'Jurassic Park', 'Apollo 13', 'Shawshank Redemption, The', 'Star Wars: Episode VI - Return of the Jedi', 'Fugitive, The']","['Terminator, The', 'Star Wars: Episode IV - A New Hope', 'Mr. Smith Goes to Washington', 'Good Will Hunting', 'Dogma', 'Fish Called Wanda, A', 'Lion King, The', 'Beauty and the Beast', 'English Patient, The', 'Matrix, The']","['Sense and Sensibility', 'Fugitive, The', 'Independence Day (a.k.a. ID4)', 'Mask, The', 'Secret of Roan Inish, The', 'Dead Man Walking', 'Apollo 13', 'Three Musketeers, The', 'Jurassic Park', 'Pulp Fiction']"
304,305,"['Protector, The', 'Hunting Party, The', 'Stunt Man, The', 'Getaway, The', 'Money Train', 'Metro', 'Another 48 Hrs.', 'Wasabi', 'Last Boy Scout, The', 'Dead or Alive: Final']","['Seconds', 'Righteous Kill', 'Feast', 'Stagecoach', 'Rampage', 'Freeway', 'We Own the Night', ""Tyler Perry's Daddy's Little Girls"", 'New Jersey Drive', ""Twelve O'Clock High""]","['Never Let Me Go', 'Three Burials of Melquiades Estrada, The', 'Survive Style 5+', 'Charly', 'The Night Before', 'Cry, the Beloved Country', 'Soloist, The', 'Beyond Borders', 'Day of the Jackal, The', 'Roots']","['Blow Out', 'Arizona Dream', 'Sunset Blvd. (a.k.a. Sunset Boulevard)', 'Gladiator', 'Creature Comforts', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Louis C.K.: Hilarious', 'Living in Oblivion', 'Contact High', ""All the President's Men""]","['Shawshank Redemption, The', 'Fast Food Nation', 'Godfather, The', 'Full Metal Jacket', 'Princess Bride, The', 'Rear Window', 'Star Wars: Episode IV - A New Hope', 'City of God (Cidade de Deus)', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'Goodfellas']","['Inception', 'Dark Knight, The', 'Matrix, The', 'Shawshank Redemption, The', 'Iron Man', 'Fight Club', 'Lord of the Rings: The Return of the King, The', 'Lord of the Rings: The Fellowship of the Ring, The', 'Interstellar', 'Dark Knight Rises, The']","['Princess Bride, The', 'For a Few Dollars More (Per qualche dollaro in più)', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'City of God (Cidade de Deus)', 'Argo', 'Rear Window', ""It's a Wonderful Life"", 'Heat', 'Shawshank Redemption, The', 'Aliens']","['Inception', 'Star Wars: Episode V - The Empire Strikes Back', 'Avengers, The', 'Silence of the Lambs, The', 'Dark Knight, The', 'Lord of the Rings: The Return of the King, The', 'Fight Club', 'Forrest Gump', 'Shawshank Redemption, The', 'Incredibles, The']"
305,306,"['Mute Witness', 'Frighteners, The', 'American Werewolf in London, An', ""Child's Play 3"", ""Bride of Chucky (Child's Play 4)"", 'Fright Night', 'Psycho Beach Party', 'Lost Boys, The', 'Hip Hop Witch, Da', 'Severance']","['Always', 'BURN-E', 'Down with Love', 'Cop Out', 'Whole Ten Yards, The', ""Howl's Moving Castle (Hauru no ugoku shiro)"", 'Toy Story', 'Phantasm III: Lord of the Dead', 'Guy Thing, A', 'Snowflake, the White Gorilla']","[""My Sister's Keeper"", 'Looking for Richard', 'Born Yesterday', 'Creed', 'Best Exotic Marigold Hotel, The', 'Creature Comforts', 'Snowman, The', 'Soloist, The', 'Savior', 'Rocket Singh: Salesman of the Year']","['Uncommon Valor', 'The Way', 'All of Me', 'Mouchette', 'Shrek the Halls', 'Kung Fu Panda 2', 'Contact High', 'Sneakers', 'Safe', '102 Dalmatians']","['Guardians of the Galaxy 2', 'Princess and the Frog, The', 'How to Train Your Dragon', 'Rango', 'Up', 'The Boss Baby', 'Horrible Bosses 2', 'Enchanted', 'Monsters, Inc.', 'Others, The']","['Guardians of the Galaxy', 'The Shallows', 'Storks', 'Interstellar', 'Always Watching: A Marble Hornets Story', 'The Conjuring 2', 'Annabelle: Creation', 'The Boss Baby', 'Moana', 'Bolt']","[""Ocean's Eleven"", 'Monsters, Inc.', 'Up', 'Others, The', 'Guardians of the Galaxy 2', 'Inside Out', 'Enchanted', 'Princess and the Frog, The', 'How to Train Your Dragon', 'Horrible Bosses 2']","['Hush', 'Annabelle: Creation', 'The Shallows', 'Split', 'Always Watching: A Marble Hornets Story', ""Don't Breathe"", 'The Boss', 'Identity Thief', 'The Book of Life', 'The Conjuring 2']"
